#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery
#Serial Number: SN:210244627631
#Date Time: 2020-11-21 17:13:31.209
#Sample rate: 4000Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X

Time (s),Channel 1 (V)
-1,0.01336553927513031
-0.99975,0.01336553927513031
-0.9995000000000001,0.01336553927513031
-0.99925,0.01336553927513031
-0.999,0.01336553927513031
-0.99875,0.01336553927513031
-0.9985000000000001,0.01336553927513031
-0.99825,0.01336553927513031
-0.998,0.01336553927513031
-0.99775,0.01336553927513031
-0.9975000000000001,0.01336553927513031
-0.99725,0.01336553927513031
-0.997,0.01336553927513031
-0.99675,0.01336553927513031
-0.9965000000000001,0.01336553927513031
-0.99625,0.01336553927513031
-0.996,0.01336553927513031
-0.99575,0.01336553927513031
-0.9955000000000001,0.01336553927513031
-0.99525,0.01336553927513031
-0.995,0.01336553927513031
-0.99475,0.01336553927513031
-0.9945000000000001,0.01336553927513031
-0.99425,0.01336553927513031
-0.994,0.01336553927513031
-0.99375,0.01336553927513031
-0.9935,0.01336553927513031
-0.99325,0.01336553927513031
-0.993,0.01336553927513031
-0.99275,0.01336553927513031
-0.9925,0.01336553927513031
-0.99225,0.01336553927513031
-0.992,0.01336553927513031
-0.99175,0.01336553927513031
-0.9915,0.01336553927513031
-0.99125,0.01336553927513031
-0.991,0.01336553927513031
-0.99075,0.01336553927513031
-0.9905,0.01336553927513031
-0.99025,0.01336553927513031
-0.99,0.01336553927513031
-0.98975,0.01336553927513031
-0.9895,0.01336553927513031
-0.98925,0.01336553927513031
-0.989,0.01336553927513031
-0.98875,0.01336553927513031
-0.9885,0.01336553927513031
-0.98825,0.01336553927513031
-0.988,0.01336553927513031
-0.98775,0.01336553927513031
-0.9875,0.01336553927513031
-0.98725,0.01336553927513031
-0.987,0.01336553927513031
-0.98675,0.01336553927513031
-0.9865,0.01336553927513031
-0.98625,0.01336553927513031
-0.986,0.01336553927513031
-0.98575,0.01336553927513031
-0.9855,0.01336553927513031
-0.98525,0.01336553927513031
-0.985,0.01336553927513031
-0.98475,0.01336553927513031
-0.9845,0.01336553927513031
-0.98425,0.01336553927513031
-0.984,0.01336553927513031
-0.98375,0.01336553927513031
-0.9835,0.01336553927513031
-0.98325,0.01336553927513031
-0.983,0.01336553927513031
-0.98275,0.01336553927513031
-0.9825,0.01336553927513031
-0.98225,0.01336553927513031
-0.982,0.01336553927513031
-0.98175,0.01336553927513031
-0.9815,0.01336553927513031
-0.98125,0.01336553927513031
-0.981,0.01336553927513031
-0.98075,0.01336553927513031
-0.9805,0.01336553927513031
-0.98025,0.01336553927513031
-0.98,0.01336553927513031
-0.97975,0.01336553927513031
-0.9795,0.01336553927513031
-0.97925,0.01336553927513031
-0.979,0.01336553927513031
-0.97875,0.01336553927513031
-0.9785,0.01336553927513031
-0.97825,0.01336553927513031
-0.978,0.01336553927513031
-0.97775,0.01336553927513031
-0.9775,0.01336553927513031
-0.97725,0.01336553927513031
-0.977,0.01336553927513031
-0.97675,0.01336553927513031
-0.9765,0.01336553927513031
-0.97625,0.01336553927513031
-0.976,0.01336553927513031
-0.97575,0.01336553927513031
-0.9755,0.01336553927513031
-0.97525,0.01336553927513031
-0.975,0.01336553927513031
-0.97475,0.01336553927513031
-0.9745,0.01336553927513031
-0.9742499999999999,0.01336553927513031
-0.974,0.01336553927513031
-0.97375,0.01336553927513031
-0.9735,0.01336553927513031
-0.9732499999999999,0.01336553927513031
-0.973,0.01336553927513031
-0.97275,0.01336553927513031
-0.9725,0.01336553927513031
-0.9722499999999999,0.01336553927513031
-0.972,0.01336553927513031
-0.97175,0.01336553927513031
-0.9715,0.01336553927513031
-0.9712499999999999,0.01336553927513031
-0.971,0.01336553927513031
-0.97075,0.01336553927513031
-0.9705,0.01336553927513031
-0.9702499999999999,0.01336553927513031
-0.97,0.01336553927513031
-0.96975,0.01336553927513031
-0.9695,0.01336553927513031
-0.9692499999999999,0.01336553927513031
-0.969,0.01336553927513031
-0.96875,0.01336553927513031
-0.9685,0.01336553927513031
-0.9682500000000001,0.01336553927513031
-0.968,0.01336553927513031
-0.96775,0.01336553927513031
-0.9675,0.01688401517968662
-0.9672500000000001,0.01336553927513031
-0.967,0.01336553927513031
-0.96675,0.01336553927513031
-0.9665,0.01336553927513031
-0.9662500000000001,0.01336553927513031
-0.966,0.01336553927513031
-0.96575,0.01336553927513031
-0.9655,0.01336553927513031
-0.9652500000000001,0.01336553927513031
-0.965,0.01336553927513031
-0.96475,0.01336553927513031
-0.9645,0.01336553927513031
-0.9642500000000001,0.01336553927513031
-0.964,0.01336553927513031
-0.96375,0.01336553927513031
-0.9635,0.01336553927513031
-0.9632500000000001,0.01336553927513031
-0.963,0.01336553927513031
-0.96275,0.01336553927513031
-0.9625,0.01336553927513031
-0.96225,0.01336553927513031
-0.962,0.01336553927513031
-0.96175,0.01336553927513031
-0.9615,0.01336553927513031
-0.96125,0.01336553927513031
-0.961,0.01336553927513031
-0.96075,0.01336553927513031
-0.9605,0.01336553927513031
-0.96025,0.01336553927513031
-0.96,0.01336553927513031
-0.95975,0.01336553927513031
-0.9595,0.01336553927513031
-0.95925,0.01336553927513031
-0.959,0.01336553927513031
-0.95875,0.01336553927513031
-0.9585,0.01336553927513031
-0.95825,0.01336553927513031
-0.958,0.01336553927513031
-0.95775,0.01336553927513031
-0.9575,0.01336553927513031
-0.95725,0.01336553927513031
-0.957,0.01336553927513031
-0.95675,0.01336553927513031
-0.9565,0.01336553927513031
-0.95625,0.01336553927513031
-0.956,0.01336553927513031
-0.95575,0.01336553927513031
-0.9555,0.01336553927513031
-0.95525,0.01336553927513031
-0.955,0.01336553927513031
-0.95475,0.01336553927513031
-0.9545,0.01336553927513031
-0.95425,0.01336553927513031
-0.954,0.01336553927513031
-0.95375,0.01336553927513031
-0.9535,0.01336553927513031
-0.95325,0.01336553927513031
-0.953,0.01336553927513031
-0.95275,0.01336553927513031
-0.9525,0.01336553927513031
-0.95225,0.01336553927513031
-0.952,0.01336553927513031
-0.95175,0.01336553927513031
-0.9515,0.01336553927513031
-0.95125,0.01336553927513031
-0.951,0.01336553927513031
-0.95075,0.01336553927513031
-0.9505,0.01336553927513031
-0.95025,0.01336553927513031
-0.95,0.01336553927513031
-0.94975,0.01336553927513031
-0.9495,0.01336553927513031
-0.94925,0.01336553927513031
-0.949,0.01336553927513031
-0.94875,0.01336553927513031
-0.9485,0.01336553927513031
-0.94825,0.01336553927513031
-0.948,0.01336553927513031
-0.94775,0.01336553927513031
-0.9475,0.01336553927513031
-0.94725,0.01336553927513031
-0.947,0.01336553927513031
-0.94675,0.01336553927513031
-0.9465,0.01336553927513031
-0.94625,0.01336553927513031
-0.946,0.01336553927513031
-0.94575,0.01336553927513031
-0.9455,0.01336553927513031
-0.94525,0.01336553927513031
-0.945,0.01336553927513031
-0.94475,0.01336553927513031
-0.9445,0.01336553927513031
-0.94425,0.01336553927513031
-0.944,0.01336553927513031
-0.94375,0.01336553927513031
-0.9435,0.01336553927513031
-0.94325,0.01336553927513031
-0.9429999999999999,0.01336553927513031
-0.94275,0.01336553927513031
-0.9425,0.01336553927513031
-0.94225,0.01336553927513031
-0.9419999999999999,0.01336553927513031
-0.94175,0.01336553927513031
-0.9415,0.01336553927513031
-0.94125,0.01336553927513031
-0.9409999999999999,0.01336553927513031
-0.94075,0.01336553927513031
-0.9405,0.01336553927513031
-0.94025,0.01336553927513031
-0.9399999999999999,0.01336553927513031
-0.93975,0.01336553927513031
-0.9395,0.01336553927513031
-0.93925,0.01336553927513031
-0.9389999999999999,0.01336553927513031
-0.93875,0.01336553927513031
-0.9385,0.01336553927513031
-0.93825,0.01336553927513031
-0.9379999999999999,0.01336553927513031
-0.93775,0.01336553927513031
-0.9375,0.01336553927513031
-0.93725,0.01336553927513031
-0.9370000000000001,0.01336553927513031
-0.93675,0.01336553927513031
-0.9365,0.01336553927513031
-0.93625,0.01336553927513031
-0.9360000000000001,0.01336553927513031
-0.93575,0.01336553927513031
-0.9355,0.01336553927513031
-0.93525,0.01336553927513031
-0.9350000000000001,0.01336553927513031
-0.93475,0.01336553927513031
-0.9345,0.01336553927513031
-0.93425,0.01336553927513031
-0.9340000000000001,0.01336553927513031
-0.93375,0.01336553927513031
-0.9335,0.01336553927513031
-0.93325,0.01336553927513031
-0.9330000000000001,0.01336553927513031
-0.93275,0.01336553927513031
-0.9325,0.01336553927513031
-0.93225,0.01336553927513031
-0.9320000000000001,0.01336553927513031
-0.93175,0.01688401517968662
-0.9315,0.01336553927513031
-0.93125,0.01336553927513031
-0.931,0.01336553927513031
-0.93075,0.01336553927513031
-0.9305,0.01336553927513031
-0.93025,0.01336553927513031
-0.93,0.01688401517968662
-0.92975,0.01336553927513031
-0.9295,0.01336553927513031
-0.92925,0.01336553927513031
-0.929,0.01336553927513031
-0.92875,0.01336553927513031
-0.9285,0.01336553927513031
-0.92825,0.01336553927513031
-0.928,0.01336553927513031
-0.92775,0.01336553927513031
-0.9275,0.01336553927513031
-0.92725,0.01336553927513031
-0.927,0.01336553927513031
-0.92675,0.01336553927513031
-0.9265,0.01336553927513031
-0.92625,0.01336553927513031
-0.926,0.01336553927513031
-0.92575,0.01336553927513031
-0.9255,0.01336553927513031
-0.92525,0.01336553927513031
-0.925,0.01336553927513031
-0.92475,0.01336553927513031
-0.9245,0.01336553927513031
-0.92425,0.01336553927513031
-0.924,0.01336553927513031
-0.92375,0.01336553927513031
-0.9235,0.01336553927513031
-0.92325,0.01336553927513031
-0.923,0.01336553927513031
-0.92275,0.01336553927513031
-0.9225,0.01336553927513031
-0.92225,0.01336553927513031
-0.922,0.01336553927513031
-0.92175,0.01336553927513031
-0.9215,0.01336553927513031
-0.92125,0.01336553927513031
-0.921,0.01336553927513031
-0.92075,0.01336553927513031
-0.9205,0.01336553927513031
-0.92025,0.01336553927513031
-0.92,0.01336553927513031
-0.91975,0.01336553927513031
-0.9195,0.01336553927513031
-0.91925,0.01336553927513031
-0.919,0.01336553927513031
-0.91875,0.01336553927513031
-0.9185,0.01336553927513031
-0.91825,0.01336553927513031
-0.918,0.01336553927513031
-0.91775,0.01336553927513031
-0.9175,0.01336553927513031
-0.91725,0.01336553927513031
-0.917,0.01336553927513031
-0.91675,0.01336553927513031
-0.9165,0.01336553927513031
-0.91625,0.01336553927513031
-0.916,0.01336553927513031
-0.91575,0.01336553927513031
-0.9155,0.01336553927513031
-0.91525,0.01336553927513031
-0.915,0.01336553927513031
-0.91475,0.01336553927513031
-0.9145,0.01336553927513031
-0.91425,0.01336553927513031
-0.914,0.01336553927513031
-0.91375,0.01336553927513031
-0.9135,0.01336553927513031
-0.91325,0.01336553927513031
-0.913,0.01336553927513031
-0.91275,0.01336553927513031
-0.9125,0.01336553927513031
-0.91225,0.01336553927513031
-0.912,0.01336553927513031
-0.9117499999999999,0.01336553927513031
-0.9115,0.01336553927513031
-0.91125,0.01336553927513031
-0.911,0.01336553927513031
-0.9107499999999999,0.01336553927513031
-0.9105,0.01336553927513031
-0.91025,0.01336553927513031
-0.91,0.01336553927513031
-0.9097499999999999,0.01336553927513031
-0.9095,0.01336553927513031
-0.90925,0.01336553927513031
-0.909,0.01336553927513031
-0.9087499999999999,0.01336553927513031
-0.9085,0.01336553927513031
-0.90825,0.01336553927513031
-0.908,0.01336553927513031
-0.9077499999999999,0.01336553927513031
-0.9075,0.01336553927513031
-0.90725,0.01336553927513031
-0.907,0.01336553927513031
-0.9067499999999999,0.01336553927513031
-0.9065,0.01336553927513031
-0.90625,0.01336553927513031
-0.906,0.01336553927513031
-0.9057500000000001,0.01336553927513031
-0.9055,0.01336553927513031
-0.90525,0.01336553927513031
-0.905,0.01336553927513031
-0.9047500000000001,0.01336553927513031
-0.9045,0.01336553927513031
-0.90425,0.01336553927513031
-0.904,0.01336553927513031
-0.9037500000000001,0.01336553927513031
-0.9035,0.01336553927513031
-0.90325,0.01336553927513031
-0.903,0.01336553927513031
-0.9027500000000001,0.01336553927513031
-0.9025,0.01336553927513031
-0.90225,0.01336553927513031
-0.902,0.01336553927513031
-0.9017500000000001,0.01336553927513031
-0.9015,0.01336553927513031
-0.90125,0.01336553927513031
-0.901,0.01336553927513031
-0.9007500000000001,0.01336553927513031
-0.9005,0.01336553927513031
-0.90025,0.01336553927513031
-0.9,0.01336553927513031
-0.89975,0.01336553927513031
-0.8995,0.01336553927513031
-0.89925,0.01336553927513031
-0.899,0.01336553927513031
-0.89875,0.01688401517968662
-0.8985,0.01336553927513031
-0.89825,0.01336553927513031
-0.898,0.01336553927513031
-0.89775,0.01336553927513031
-0.8975,0.01336553927513031
-0.89725,0.01336553927513031
-0.897,0.01688401517968662
-0.89675,0.01336553927513031
-0.8965,0.01336553927513031
-0.89625,0.01336553927513031
-0.896,0.01336553927513031
-0.89575,0.01336553927513031
-0.8955,0.01336553927513031
-0.89525,0.01336553927513031
-0.895,0.01336553927513031
-0.89475,0.01336553927513031
-0.8945,0.01336553927513031
-0.89425,0.01336553927513031
-0.894,0.01336553927513031
-0.89375,0.01336553927513031
-0.8935,0.01336553927513031
-0.89325,0.01336553927513031
-0.893,0.01336553927513031
-0.89275,0.01336553927513031
-0.8925,0.01336553927513031
-0.89225,0.01336553927513031
-0.892,0.01336553927513031
-0.89175,0.01336553927513031
-0.8915,0.01336553927513031
-0.89125,0.01336553927513031
-0.891,0.01336553927513031
-0.89075,0.01336553927513031
